sample,sex,5rkoq8,UY2L9w,JeaMAf,sTE1Lh,HRycv8,leBKkU,IoA96c,QEjQSN,TlMBKX,JVwTRA,NTRpFI,MpUdlW,o9rIrP,5KuU3v,Wlbc5X,ezHptm,bndusG,65niuq,MZGScT,c0WlCm,dr3iqO,Hn4yUh,Hb2Lzc,MG2amx,kYhk3H,DWQHLA,ez11SZ,qOOFM0,7BKj9h,ke8Qra,qyLdfI,sik7jn,fg96mO,X7cdMs,Luv2A7,l8RIEa,GgSJ3l,2QHkVh,aljB8a,KQDR0q,5eQaBF,ZwbMH0,VrDWxD,E9F53X,QcQdfG,joFsSV,WzPtUt,NadAtC,mBDwBT,9KNs0C,IftfN6,HIlW21,KHtVL1,xelXWJ,TSTUjt,2SAvc2,HovgC8,Q0H0EL,r4HAeL,p4cVfW,01RY1f,1LEQ2C,hlLXaq
34,female,61,-0.394,-0.394,1.15158308,1.143327879,0.259957842,1.868153589,0.334470557,-0.662449956,2.10883343,0.252884691,0.312622154,0.472097172,0.866031766,1.239072797,1.400476176,0.700747906,1.005171072,1.087269439,0.87700459,1.179932924,1.43277151,0.684819672,1.434583114,-0.394,2.078324992,-0.730167635,-0.114922821,0.34056676,0.894369691,0.104061216,1.761071253,0.476946809,0.464846328,-0.635985413,0.755486378,-0.36548093,-0.554158093,-0.004566436,-0.394,2.113877337,1.588156519,-0.292513574,0.064108608,-0.778244577,1.016398116,-0.524128537,0.119098724,-0.810604151,0.335561644,-0.858631508,-0.918826915,-0.820594249,-0.292513574,0.064108608,-0.778244577,1.016398116,-0.524128537,0.119098724,-0.810604151,0.335561644,-0.858631508,-0.918826915
35,female,55,-0.394,-0.394,1.12738016,1.226076185,-0.163021408,1.612872562,0.097587043,-0.596252491,1.835396763,-0.055899247,-0.02317016,0.239925059,0.87700459,1.179932924,1.43277151,0.684819672,0.887875236,0.94965136,0.829856743,1.153602004,1.148452158,0.344773148,1.112138739,-0.394,1.997806943,-0.929746243,-0.0619459,0.433595012,0.425728643,-0.359182108,1.437292493,-0.028022815,0.352632423,-0.617780572,0.34056676,-0.202361047,-0.66731921,-0.469424749,-0.394,2.0414784,1.52533744,-0.114922821,0.136788206,-0.555689364,1.238208633,-0.24965211,0.257010141,-0.683205423,0.407220764,-0.589357161,-0.516086246,-0.740990279,-0.114922821,0.136788206,-0.555689364,1.238208633,-0.24965211,0.257010141,-0.683205423,0.407220764,-0.589357161,-0.516086246
36,female,62,-0.394,-0.394,0.997542026,1.37295943,-0.726318673,1.123406742,0.069892667,-0.697702235,1.426248904,-0.481226682,-0.456529569,0.237797119,0.829856743,1.153602004,1.148452158,0.344773148,0.825189557,0.785815228,0.535119078,0.860593871,1.114014001,0.170021179,0.703191674,1.111233048,1.198936457,-0.554795887,0.041452289,-0.162711452,-0.145760813,-0.806644417,1.03907145,-0.486797744,0.121519966,-0.642525855,0.433595012,-0.703135303,-0.520845212,-0.99016545,-0.394,1.798689683,1.39664555,-0.0619459,0.229352054,-0.586086076,1.263392072,-0.24809527,0.239779221,-0.730167635,-0.114922821,-0.520908734,-0.706342775,-0.646033538,-0.0619459,0.229352054,-0.586086076,1.263392072,-0.24809527,0.239779221,-0.730167635,-0.114922821,-0.520908734,-0.706342775
37,female,52,-0.394,-0.394,0.928568767,1.066016455,-0.706281714,1.052562183,0.362311903,-1.132561944,1.260586419,-0.735721886,-0.649284247,-0.045881537,0.535119078,0.860593871,1.114014001,0.170021179,0.475373684,0.703191674,0.478773607,0.776693784,1.251588855,0.169382381,0.598917808,1.003375868,1.035181962,-0.635985413,0.755486378,1.111233048,1.198936457,0.578389553,0.594136877,-0.693276843,-0.019270761,-0.965078071,-0.112101678,-0.824461312,-0.394,-0.394,-0.394,1.629968941,1.241427406,0.041452289,0.020325037,-0.776587396,0.956180213,-0.441833975,0.02272092,-0.929746243,-0.0619459,-0.447647996,-1.110310223,-0.881998277,0.041452289,0.020325037,-0.776587396,0.956180213,-0.441833975,0.02272092,-0.929746243,-0.0619459,-0.447647996,-1.110310223
38,female,41,-0.394,-0.394,1.015858204,0.889088615,-0.990200024,0.961265543,-0.080699529,-0.971315293,1.240899964,-0.72748727,-0.779680436,-0.128238941,0.478773607,0.776693784,1.251588855,0.169382381,0.646518807,0.703191674,1.111233048,1.198936457,0.578389553,0.128597783,0.918232506,1.274833367,1.416971045,-0.617780572,0.34056676,1.003375868,1.035181962,0.276365678,0.202475578,-0.859345409,0.086929035,-0.905331992,-0.471370132,-0.758450328,-0.394,-0.394,-0.394,1.826707812,1.339494061,0.755486378,0.415233718,-0.366741954,1.489980609,0.048491949,0.469388543,-0.554795887,0.041452289,-0.161963974,-0.587041376,-0.423914544,0.755486378,0.415233718,-0.366741954,1.489980609,0.048491949,0.469388543,-0.554795887,0.041452289,-0.161963974,-0.587041376
39,female,62,-0.394,-0.394,1.001131137,0.984273236,-0.964790565,1.081600183,-0.154488394,-0.865840043,1.363970092,-0.515178583,-0.628480219,-0.07659848,0.681138343,0.685077168,1.25568028,0.128597783,0.705884756,0.598917808,1.003375868,1.035181962,0.276365678,0.495938486,0.866031766,1.239072797,1.400476176,-0.642525855,0.433595012,1.274833367,1.416971045,0.732306814,0.396767625,-0.749018852,-0.008313272,-0.721562262,-0.027969384,-0.792534771,-0.394,-0.394,-0.394,1.754383281,1.220192566,0.34056676,0.894369691,0.104061216,1.761071253,0.476946809,0.464846328,-0.635985413,0.755486378,-0.36548093,-0.554158093,-0.004566436,0.34056676,0.894369691,0.104061216,1.761071253,0.476946809,0.464846328,-0.635985413,0.755486378,-0.36548093,0.041452289
40,female,50,-0.394,-0.394,1.00989094,1.016348639,-1.087296269,0.777879744,-0.13210179,-1.036543552,1.061091583,-0.909156501,-0.978749358,-0.199844195,0.589053386,0.746282949,1.116061749,0.071191219,0.703191674,1.111233048,1.198936457,0.578389553,0.732306814,0.521861188,0.87700459,1.179932924,1.43277151,0.684819672,0.703191674,1.111233048,1.198936457,0.578389553,0.191098309,-1.062179942,-0.135803688,-0.934138479,-0.117202246,-0.872968548,-0.394,-0.394,-0.394,1.659184448,1.22629266,0.433595012,0.425728643,-0.359182108,1.437292493,-0.028022815,0.352632423,-0.617780572,0.34056676,-0.202361047,-0.66731921,-0.469424749,0.433595012,0.425728643,-0.359182108,1.437292493,-0.028022815,0.352632423,-0.617780572,0.34056676,-0.202361047,0.755486378
41,female,56,-0.394,-0.394,1.123462914,1.149094621,-0.78513779,1.078048073,-0.019027182,-0.944270938,1.36721433,-0.570323718,-0.616099892,-0.016167302,0.65700524,0.887860257,1.305306063,0.254036048,0.598917808,1.003375868,1.035181962,0.276365678,0.700747906,0.571421551,0.829856743,1.153602004,1.148452158,0.344773148,0.598917808,1.003375868,1.035181962,0.276365678,0.438067393,-0.74183889,0.095423071,-0.69514544,0.110013832,-0.930139526,-0.394,-0.394,-0.394,1.823887994,1.38028759,-0.162711452,-0.145760813,-0.806644417,1.03907145,-0.486797744,0.121519966,-0.642525855,0.433595012,-0.703135303,-0.520845212,-0.99016545,-0.162711452,-0.145760813,-0.806644417,1.03907145,-0.486797744,0.121519966,-0.642525855,0.433595012,-0.703135303,0.34056676
42,female,63,-0.394,-0.394,0.82545302,0.894895752,-1.128558166,0.926990534,-0.274818334,-1.100353535,1.236972303,-0.615702512,-0.740346153,-0.028347121,0.706636718,0.552677199,1.189533893,0.079859363,0.918232506,1.274833367,1.416971045,0.732306814,0.684819672,0.486140752,0.535119078,0.860593871,1.114014001,0.170021179,0.918232506,1.274833367,1.416971045,0.732306814,0.221237171,-0.868735651,-0.13699553,-0.61179108,0.096877494,-1.001497268,-0.394,-0.394,-0.394,1.653191145,1.114376171,1.111233048,1.198936457,0.578389553,0.594136877,-0.693276843,-0.019270761,-0.965078071,-0.112101678,-0.824461312,-0.394,-0.394,1.111233048,1.198936457,0.578389553,0.594136877,-0.693276843,-0.019270761,-0.965078071,-0.112101678,-0.824461312,0.433595012
43,female,47,-0.394,-0.394,1.089864164,0.935790392,-0.787448479,1.065108391,0.019051604,-0.883000305,1.38304953,-0.469999389,-0.612497177,-0.098254911,0.588286197,0.694707875,1.421502405,0.321113871,0.866031766,1.239072797,1.400476176,0.700747906,0.344773148,0.493017318,0.478773607,0.776693784,1.251588855,0.169382381,0.866031766,1.239072797,1.400476176,0.700747906,0.41090688,-0.715994429,0.129633612,-0.789196231,-0.228441879,-0.717786303,-0.394,-0.394,-0.394,1.856301152,1.319086859,1.003375868,1.035181962,0.276365678,0.202475578,-0.859345409,0.086929035,-0.905331992,-0.471370132,-0.758450328,-0.394,-0.394,1.003375868,1.035181962,0.276365678,0.202475578,-0.859345409,0.086929035,-0.905331992,-0.471370132,-0.758450328,-0.112101678
44,female,45,-0.394,-0.394,0.991130793,1.098639807,-1.057289479,0.82278273,-0.116801227,-1.077032258,1.124621364,-0.769236883,-0.851554279,-0.027018686,0.587645114,0.919847954,1.128081399,0.168209248,0.87700459,1.179932924,1.43277151,0.684819672,0.170021179,0.641098232,0.681138343,0.685077168,1.25568028,0.128597783,0.87700459,1.179932924,1.43277151,0.684819672,0.250249734,-0.957922436,0.076139241,-0.940835826,-0.361654739,-0.602418609,-0.394,-0.394,-0.394,1.728762404,1.315703822,1.274833367,1.416971045,0.732306814,0.396767625,-0.749018852,-0.008313272,-0.721562262,-0.027969384,-0.792534771,-0.394,-0.394,1.274833367,1.416971045,0.732306814,0.396767625,-0.749018852,-0.008313272,-0.721562262,-0.027969384,-0.792534771,-0.471370132
45,female,46,-0.394,-0.394,1.046863526,1.091986872,-0.977205293,0.935153611,-0.091795574,-0.943098055,1.228618605,-0.685317066,-0.686120428,-0.000893104,0.584316729,0.930603935,1.216436933,0.227759213,0.829856743,1.153602004,1.148452158,0.344773148,0.169382381,0.570416269,0.467463576,-0.394,1.73572698,-0.394,0.829856743,1.153602004,1.148452158,0.344773148,0.428403568,-0.7219888,0.131114577,-0.940718658,-0.248309208,-0.501126734,-0.394,-0.394,-0.394,1.793527715,1.320517814,1.111233048,1.198936457,0.578389553,0.191098309,-1.062179942,-0.135803688,-0.934138479,-0.117202246,-0.872968548,-0.394,-0.394,1.111233048,1.198936457,0.578389553,0.191098309,-1.062179942,-0.135803688,-0.934138479,-0.117202246,-0.872968548,-0.027969384
46,female,61,-0.394,-0.394,0.831143953,0.748777312,-0.822627703,1.071559063,-0.177672491,-0.996268155,1.330407106,-0.543525127,-0.709565701,-0.371417665,0.453762919,-0.007249673,1.424322164,0.104452255,0.535119078,0.860593871,1.114014001,0.170021179,0.128597783,0.164036124,0.411849411,-0.394,1.47752385,-0.394,0.535119078,0.860593871,1.114014001,0.170021179,0.263914938,-0.769175621,-0.207770982,-0.952261612,-0.299522708,-1.097848611,-0.394,-0.394,-0.394,1.707109192,1.008413542,1.003375868,1.035181962,0.276365678,0.438067393,-0.74183889,0.095423071,-0.69514544,0.110013832,-0.930139526,-0.394,-0.394,1.003375868,1.035181962,0.276365678,0.438067393,-0.74183889,0.095423071,-0.69514544,0.110013832,-0.930139526,-0.117202246
